name,email,age,gender,City,mobileNumber,customerSegment,role
Priya Bandara,user0986@example.com,47,Female,Gampaha,770192392,regular_shoppers,user
Priya Gunasekara,user0987@example.com,40,Female,Badulla,713701318,occasional_shoppers,user
Roshan Jayasinghe,user0988@example.com,63,Male,Gampaha,786484960,occasional_shoppers,user
Cynthia Garcia,user0989@example.com,52,Female,Kandy,719531256,regular_shoppers,user
Nethmi Santos,user0990@example.com,64,Male,Kurunegala,754532115,frequent_shoppers,user
Monica Shaffer,user0991@example.com,54,Female,Nuwara Eliya,751767937,frequent_shoppers,user
Crystal Herrera,user0992@example.com,74,Male,Anuradhapura,722620209,rare_shoppers,user
Sarah Nelson,user0993@example.com,,Other,Badulla,753870361,frequent_shoppers,user
Victoria Stewart,user0994@example.com,,Female,Kurunegala,756338397,regular_shoppers,user
Shannon Herath,user0995@example.com,27,Female,Kurunegala,715204195,occasional_shoppers,user
Anil Wijesinghe,user0996@example.com,25,Male,Badulla,776793593,regular_shoppers,user
Zachary Jayasinghe,user0997@example.com,57,Female,Vavuniya,718786373,occasional_shoppers,user
Jessica Adams,user0998@example.com,33,Female,Kandy,798538069,rare_shoppers,user
Roshan Seneviratne,user0999@example.com,24,Male,Kilinochchi,783334032,occasional_shoppers,user
Chamara Ray,user1000@example.com,26,Male,Kalutara,724001392,regular_shoppers,user
